task_id,model_name,seed,coverage_group,included_in_curated_run_eval_archive,rollout_version,batch_dir,batch_index,run_dir,run_results_path,eval_results_path,full_records,test_records,val_score,test_score
budget_approval_s2l_high,qwen3-coder-30b-a3b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260514_budget_approval_s2l_qwen_post_gepa_diversity_seed0,0,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed0_best_best_config,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed0_best_best_config/run.json,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.8301587301587302,0.7930555555555555
budget_approval_s2l_high,qwen3-coder-30b-a3b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260518_post_gepa_from_20260517_high_variant_gepa_optimization,7,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed1_best_best_config,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed1_best_best_config/run.json,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.736111111111111,0.7021825396825396
budget_approval_s2l_high,qwen3-coder-30b-a3b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260521_post_gepa_from_20260519_121530,12,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed2_best_best_config,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed2_best_best_config/run.json,results/budget_approval_s2l_high/qwen3-coder-30b-a3b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.7873015873015874,0.7587301587301588
machine_operating_s2l,gemma-4-26b-a4b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260511_post_gepa_from_20260509_101808,6,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config/run.json,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.9666666666666667,1.0
machine_operating_s2l,gemma-4-26b-a4b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,14,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config/run.json,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.2833333333333333,0.31666666666666665
machine_operating_s2l,gemma-4-26b-a4b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260521_post_gepa_from_20260519_121530,4,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config/run.json,results/machine_operating_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,1.0,0.9944444444444445
machine_operating_s2l,ministral-3-8b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260502_post_full_resume,12,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config/run.json,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.0,0.0
machine_operating_s2l,ministral-3-8b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,13,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config/run.json,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.0,0.0
machine_operating_s2l,ministral-3-8b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,9,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config/run.json,results/machine_operating_s2l/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.0,0.0
machine_operating_s2l,qwen3-coder-30b-a3b,8,main_final_seed_pool,True,gepa_seed8_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,3,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed8_best_best_config,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed8_best_best_config/run.json,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed8_best_best_config/eval_results.yaml,300,180,0.9166666666666666,0.9388888888888889
machine_operating_s2l,qwen3-coder-30b-a3b,10,main_final_seed_pool,True,gepa_seed10_best,generated/baseline_batches/20260502_post_full_resume,5,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed10_best_best_config,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed10_best_best_config/run.json,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed10_best_best_config/eval_results.yaml,300,180,0.65,0.5055555555555555
machine_operating_s2l,qwen3-coder-30b-a3b,11,main_final_seed_pool,True,gepa_seed11_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,6,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed11_best_best_config,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed11_best_best_config/run.json,results/machine_operating_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed11_best_best_config/eval_results.yaml,300,180,0.9333333333333333,0.9388888888888889
refactorbench,gemma-4-26b-a4b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260511_post_gepa_from_20260509_101808,5,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config/run.json,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.5333333333333333,0.65
refactorbench,gemma-4-26b-a4b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,13,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config/run.json,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.4,0.6166666666666667
refactorbench,gemma-4-26b-a4b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260521_post_gepa_from_20260519_121530,3,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config/run.json,results/refactorbench/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.5166666666666667,0.6166666666666667
refactorbench,ministral-3-8b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260502_post_full_resume,9,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config/run.json,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.2833333333333333,0.3
refactorbench,ministral-3-8b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,12,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config/run.json,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.21666666666666667,0.3333333333333333
refactorbench,ministral-3-8b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,8,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config/run.json,results/refactorbench/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.16666666666666666,0.26666666666666666
refactorbench,qwen3-coder-30b-a3b,13,main_final_seed_pool,True,gepa_seed13_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,2,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed13_best_best_config,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed13_best_best_config/run.json,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed13_best_best_config/eval_results.yaml,300,180,0.5333333333333333,0.7222222222222222
refactorbench,qwen3-coder-30b-a3b,14,main_final_seed_pool,True,gepa_seed14_best,generated/baseline_batches/20260502_post_full_resume,2,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed14_best_best_config,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed14_best_best_config/run.json,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed14_best_best_config/eval_results.yaml,300,180,0.5,0.6555555555555556
refactorbench,qwen3-coder-30b-a3b,15,main_final_seed_pool,True,gepa_seed15_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,5,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed15_best_best_config,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed15_best_best_config/run.json,results/refactorbench/qwen3-coder-30b-a3b_default/rollouts/gepa_seed15_best_best_config/eval_results.yaml,300,180,0.5333333333333333,0.6222222222222222
webarena,gemma-4-26b-a4b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260511_post_gepa_from_20260509_101808,3,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed0_best_best_config,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed0_best_best_config/run.json,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed0_best_best_config/eval_results.yaml,150,90,0.4,0.45555555555555555
webarena,gemma-4-26b-a4b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,12,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed1_best_best_config,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed1_best_best_config/run.json,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed1_best_best_config/eval_results.yaml,150,90,0.3333333333333333,0.36666666666666664
webarena,gemma-4-26b-a4b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260521_post_gepa_from_20260519_121530,2,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed2_best_best_config,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed2_best_best_config/run.json,results/webarena/gemma-4-26b-a4b_shopping_admin/rollouts/gepa_seed2_best_best_config/eval_results.yaml,150,90,0.4,0.5222222222222223
webarena,ministral-3-8b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260502_post_full_resume,8,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed2_best_best_config,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed2_best_best_config/run.json,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed2_best_best_config/eval_results.yaml,150,90,0.13333333333333333,0.05555555555555555
webarena,ministral-3-8b,3,main_final_seed_pool,True,gepa_seed3_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,10,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed3_best_best_config,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed3_best_best_config/run.json,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed3_best_best_config/eval_results.yaml,150,90,0.06666666666666667,0.03333333333333333
